age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
84,M,497,En Couple,2,FALSE,6717 FO 60
83,F,587,Célibataire,0,FALSE,9858 IC 49
28,M,952,En Couple,2,FALSE,3503 WT 98
23,M,588,En Couple,2,FALSE,9060 IF 12
77,M,863,Célibataire,0,FALSE,7273 ZH 35
48,M,952,Célibataire,0,FALSE,1972 EU 44
82,F,538,En Couple,3,FALSE,538 DG 72
45,F,810,Célibataire,0,FALSE,4597 GA 83
36,F,167,Seule,3,FALSE,8398 OF 22
28,M,1380,En Couple,0,FALSE,1688 QM 39
56,F,1098,En Couple,0,FALSE,1945 PM 83
26,F,1268,En Couple,0,FALSE,4917 VA 80
33,F,1034,En Couple,0,FALSE,5256 UJ 66
28,M,819,Célibataire,0,FALSE,2976 NV 83
54,M,1026,En Couple,1,TRUE,8373 MU 14
23,M,478,En Couple,3,FALSE,5910 RB 84
84,M,247,Célibataire,0,FALSE,7778 OE 78
38,F,560,En Couple,3,FALSE,2991 XV 73
44,M,999,Célibataire,0,FALSE,5930 YN 41
65,M,579,En Couple,2,FALSE,6427 GG 34
20,Homme,1386,Seule,2,FALSE,1700 OY 71
52,F,566,Célibataire,0,FALSE,3943 BV 50
23,M,481,En Couple,1,FALSE,7361 HH 21
45,M,173,En Couple,0,FALSE,6263 LZ 59
74,F,1365,En Couple,3,FALSE,6603 YJ 19
22,Homme,409,En Couple,3,FALSE,6123 NW 49
18,M,414,Célibataire,0,FALSE,7238 HE 11
18,Homme,431,En Couple,0,FALSE,2220 DR 35
19,F,422,Célibataire,0,FALSE,9185 OX 16
24,M,823,En Couple,1,FALSE,45 EQ 83
28,M,151,En Couple,1,FALSE,3027 SC 93
32,M,493,En Couple,4,TRUE,7116 JM 80
48,M,585,Célibataire,0,FALSE,4224 XP 41
34,F,581,Célibataire,0,FALSE,9472 YC 61
49,M,494,En Couple,2,FALSE,9746 LG 18
21,M,152,En Couple,2,TRUE,7514 QT 51
81,M,459,Célibataire,0,FALSE,3986 XC 62
36,F,484,En Couple,4,TRUE,4982 CH 38
49,M,704,Seule,1,FALSE,1230 PK 54
76,M,890,En Couple, ,FALSE,1321 YM 26
52,M,593,En Couple,2,FALSE,9778 HK 67
27,F,219,En Couple,2,FALSE,978 IX 37
52,M,204,Célibataire,0,FALSE,1986 RW 37
37,M,1125,Seule,2,FALSE,1098 NU 62
56,Féminin,515,Célibataire,0,FALSE,5147 KK 14
46,F,412,Célibataire,0,FALSE,8310 GW 46
40,F,1328,En Couple,3,FALSE,1655 PY 25
42,M,508,En Couple,2,TRUE,1601 VF 26
37,M,1101,En Couple,4,FALSE,6375 JU 20
51,F,599,En Couple,4,FALSE,196 UN 49
76,M,582,En Couple,2,FALSE,8024 YD 98
19,M,588,Seule,1,FALSE,4480 YA 77
18,M,1211,En Couple,3,FALSE,3617 SQ 70
26,M,408,Célibataire,0,FALSE,4240 GD 74
19,F,1355,En Couple,0,FALSE,529 BL 14
50,M,188,Seule,3,FALSE,2378 SN 79
59,M,540,En Couple,2,TRUE,7059 YA 90
47,F,551,En Couple,0,FALSE,1116 CA 44
46,M,233,Célibataire,0,FALSE,5658 IZ 96
65,M,425,En Couple,3,FALSE,832 AZ 57
84,M,502,En Couple,4,FALSE,7047 JZ 82
39,F,1251,En Couple,1,FALSE,90 YW 57
79,M,180,En Couple,3,FALSE,6160 JC 23
38,M,1176,Seul,0,FALSE,2038 NG 24
40,M,158,En Couple,0,TRUE,2760 PC 62
22,F,588,En Couple,2,FALSE,812 CW 67
55,M,1050,Célibataire,0,FALSE,4684 MR 55
26,M,962,Célibataire,0,FALSE,7054 IP 40
55,F,216,En Couple,0,FALSE,6289 AA 15
69,M,461,En Couple,4,FALSE,6198 VP 47
22,F,456,N/D,1,FALSE,3577 QI 73
59,M,245,En Couple,3,FALSE,5850 MY 72
59,M,231,Célibataire,0,FALSE,8525 AF 52
40,M,403,Célibataire,0,FALSE,490 RB 23
44,F,181,En Couple,4,FALSE,4369 LN 95
79,F,1246,Célibataire,0,FALSE,8334 QA 20
23,M,1132,En Couple,0,FALSE,2148 CA 77
41,M,236,En Couple,1,TRUE,1722 HM 34
36,F,174,En Couple,2,FALSE,5759 TM 15
29,M,544,En Couple,1,FALSE,2027 KU 38
27,M,170,En Couple,1,TRUE,6995 DT 68
23,M,1211,En Couple,1,FALSE,2616 NB 84
26,M,1194,Célibataire,?,FALSE,9245 HP 80
60,F,710,En Couple,4,TRUE,3124 CX 55
39,M,200,En Couple,4,FALSE,1252 VK 79
74,F,954,En Couple,2,FALSE,6616 CB 44
19,M,230,En Couple,1,FALSE,8439 TL 83
26,M,181,En Couple,4,FALSE,5723 ZC 41
67,F,447,Célibataire,0,FALSE,304 SM 90
22,M,475,En Couple,4,FALSE,2075 BE 55
34,M,431,En Couple,4,FALSE,5733 HA 29
57,M,542,Célibataire,0,FALSE,3315 EE 24
57,M,503,En Couple,4,FALSE,163 CK 75
39,M,446,En Couple,1,TRUE,3957 XY 80
81,F,1336,En Couple,2,TRUE,3251 XI 48
59,M,1172,En Couple,4,FALSE,783 PH 30
46,M,1164,En Couple,1,FALSE,1928 UZ 81
19,M,807,Célibataire,0,FALSE,712 HO 74
68,M,1110,En Couple,1,FALSE,860 CQ 32
24,M,753,Célibataire,0,FALSE,2129 GS 76
64,M,152,Célibataire,0,FALSE,7800 KH 79
54,F,1217,En Couple,0,FALSE,213 AB 48
53,M,235,En Couple,0,FALSE,8234 BM 95
25,M,1160,Seule,1,FALSE,1995 VV 76
51,M,1321,En Couple,2,FALSE,5998 RA 96
43,M,151,En Couple,2,TRUE,2369 LG 28
52,M,440,En Couple,2,TRUE,2759 CL 44
61,F,497,Célibataire,0,FALSE,2608 JP 75
44,M,469,En Couple,4,FALSE,9732 FH 54
49,M,178,En Couple,3,FALSE,3276 TF 42
70,M,194,En Couple,1,FALSE,8430 ED 15
37,M,201,En Couple,2,FALSE,8867 JT 89
57,F,557,En Couple,1,FALSE,6582 FH 36
26,F,566,En Couple,4,TRUE,1195 NH 63
25,M,555,En Couple,2,FALSE,5833 QU 48
52,F,566,En Couple,0,FALSE,5717 XO 90
70,M,840,En Couple,2,FALSE,6205 GF 23
28,?,500,En Couple,2,FALSE,8318 HK 40
63,F,461,En Couple,0,FALSE,4659 QE 10
19,M,816,Célibataire,0,FALSE,2618 BL 93
55,M,765,En Couple,2,TRUE,2660 HF 13
83,M,184,En Couple,2,TRUE,5033 HB 43
62,F,419,Célibataire,0,FALSE,7830 DE 29
23,M,1232,En Couple,1,TRUE,7157 CH 86
34,M,1336,En Couple,2,FALSE,3926 UH 41
22,M,546,Seule,1,FALSE,5999 SV 76
81,M,165,En Couple,3,FALSE,6173 ON 92
40,M,164,En Couple,0,TRUE,102 YY 47
41,M,527,En Couple,1,FALSE,4829 GD 62
21,M,1152,Célibataire,0,FALSE,5729 CT 46
66,F,180,Célibataire,0,FALSE,7939 LG 71
56,M,1185,En Couple,0,FALSE,2018 XT 38
25,M,720,En Couple,2,TRUE,8740 DW 50
66,M,1253,Célibataire,0,FALSE,3907 QK 60
27,F,575,En Couple,4,FALSE,6881 FL 38
28,M,846,En Couple,?,FALSE,9178 IP 87
27,F,772,Seule,2,FALSE,1349 ZA 49
55,N/D,466,En Couple,1,TRUE,3574 US 54
40,M,1306,En Couple,0,FALSE,307 DB 68
21,M,191,En Couple,0,TRUE,3569 UL 43
54,M,576,Célibataire,0,FALSE,1258 QU 97
 ,M,212,En Couple,2,TRUE,6829 NA 41
47,F,507,En Couple,1,TRUE,9923 VY 28
43,F,589,En Couple,4,FALSE,5481 VS 22
51,M,1072,En Couple,1,FALSE,6863 TJ 84
24,M,190,Célibataire,0,FALSE,3260 IO 95
18,M,882,En Couple,3,FALSE,6011 OP 72
32,M,469,En Couple,4,FALSE,822 LJ 75
82,F,417,Célibataire,0,FALSE,9725 CC 77
55,M,989,En Couple,3,FALSE,131 ND 55
46,M,559,En Couple,2,FALSE,3238 TX 78
19,M,557,En Couple,1,FALSE,9833 GT 57
20,F,167,En Couple,2,FALSE,8575 SC 56
29,M,400,En Couple,0,TRUE,7622 EU 93
49,M,435,En Couple,3,FALSE,5854 BM 44
23,F,473,En Couple,4,FALSE,229 BH 56
43,M,159,Célibataire,0,FALSE,3952 RK 52
32,F,447,En Couple,3,FALSE,3847 PC 76
70,F,435,En Couple,1,FALSE,9710 IR 44
39,M,522,En Couple,0,FALSE,5148 HI 70
27,M,1307,En Couple,2,TRUE,6986 NS 75
24,M,863,Célibataire,0,FALSE,57 OY 84
50,M,547,Célibataire,0,FALSE,6080 KZ 53
68,M,1382,En Couple,1,FALSE,625 AL 31
36,F,428,En Couple,2,FALSE,8375 IV 45
25,M,174,En Couple,4,FALSE,6239 YY 18
27,M,225,En Couple,3,TRUE,6543 DN 28
24,M,575,Célibataire,0,FALSE,1287 AZ 20
58,F,522,Célibataire,0,FALSE,3139 IX 39
18,F,181,En Couple,4,TRUE,6618 BQ 74
27,M,1099,En Couple,0,FALSE,6806 QY 76
49,M,469,En Couple,1,FALSE,3376 YB 20
34,F,494,En Couple,0,FALSE,2535 GQ 81
54,F,564,En Couple,0,FALSE,3469 EV 51
23,M,562,En Couple,3,TRUE,3806 CA 87
39,M,582,En Couple,2,FALSE,3998 ZE 61
58,F,564,En Couple,2,FALSE,8670 IS 20
73,M,525,Seule,2,FALSE,2315 NY 98
28,M,514,En Couple,2,TRUE,1603 QX 19
35,M,1391,En Couple,3,FALSE,4692 YR 79
29,M,175,En Couple,0,FALSE,7027 RK 47
40,F,1229,En Couple,0,FALSE,5222 ZV 45
80,M,580,En Couple,0,TRUE,3023 OR 90
29,M,441,En Couple,2,FALSE,6261 ZL 82
84,M,588,Célibataire,0,FALSE,4944 MC 15
53,M,1283,En Couple,3,FALSE,3329 SW 91
33,F,161,En Couple,4,FALSE,620 YR 96
19,F,479,En Couple,1,FALSE,8691 UZ 39
58,M,1374,En Couple,0,FALSE,5936 GQ 45
18,F,1046,En Couple,0,FALSE,2670 FU 58
34,M,1133,Célibataire,0,FALSE,9525 UH 46
18,M,466,En Couple,?,FALSE,8320 UF 61
34,M,596,Célibataire,0,FALSE,2413 QJ 48
21,M,1312,En Couple,4,FALSE,1664 YY 80
25,F,241,En Couple,3,TRUE,6612 FG 10
72,F,515,En Couple,1,FALSE,6271 QE 36
82,F,575,En Couple,0,TRUE,7569 AZ 69
51,M,917,En Couple,1,FALSE,1561 UW 42
23,M,949,Célibataire,0,FALSE,2148 OV 64
34,M,1378,En Couple,1,FALSE,2819 CX 86
39,F,1077,Célibataire,0,FALSE,9063 YE 45
57,M,882,En Couple,0,FALSE,2060 QY 62
69,M,494,En Couple,0,FALSE,3823 GV 49
21,F,566,En Couple,3,TRUE,9198 ZZ 95
23,M,172,En Couple,2,FALSE,8842 KK 40
51,F,491,En Couple,2,FALSE,6715 BR 58
83,M,481,En Couple,1,FALSE,9393 FY 93
58,M,554,En Couple,3,FALSE,9570 IH 69
53,F,1027,En Couple,1,FALSE,8964 EV 97
49,M,1214,En Couple,2,FALSE,3241 SW 49
41,F,595,En Couple,3,FALSE,4114 JU 41
22,M,1034,En Couple,0,FALSE,6482 RM 15
19,M,417,En Couple,1,FALSE,672 EM 18
49,F,438,Célibataire,0,FALSE,7992 TD 39
20,M,904,En Couple,1,FALSE,1983 MT 93
33,M,453,Célibataire,0,FALSE,4480 AW 69
36,F,242,En Couple,0,FALSE,9080 KQ 56
52,M,781,En Couple,2,TRUE,8587 AU 57
47,F,497,Célibataire,0,FALSE,4176 DN 34
19,M,216,En Couple,2,FALSE,432 WY 83
51,M,155,En Couple,0,FALSE,1734 LE 58
30,M,484,En Couple,1,FALSE,2260 WM 73
56,M,566,Célibataire,0,FALSE,6482 DF 37
64,F,499,En Couple,4,FALSE,6355 BV 86
51,M,209,Célibataire,0,FALSE,3478 DY 51
74,F,181,En Couple,1,FALSE,8437 ZE 94
39,M,1001,En Couple,4,FALSE,8238 ZD 10
23,M,506,En Couple,2,TRUE,2300 FB 73
25,F,408,Célibataire,0,FALSE,8513 OE 34
80,M,411,En Couple,0,TRUE,2242 IE 65
37,M,1231,En Couple,1,FALSE,2607 TK 98
32,M,831,En Couple,3,TRUE,8669 VI 82
48,M,447,En Couple,1,FALSE,7570 WM 67
70,M,951,Seule,1,FALSE,1005 JG 20
55,M,948,Célibataire,0,FALSE,7263 BI 33
57,M,441,En Couple,1,FALSE,5706 YE 70
68,F,1161,En Couple,4,FALSE,8308 TF 98
18,F,511,En Couple,4,FALSE,5960 PK 17
71,M,514,Célibataire,0,FALSE,9705 ZZ 79
56,M,241,En Couple,1,TRUE,3812 KK 51
20,M,733,En Couple,1,FALSE,2449 YN 26
48,M,528,En Couple,1,FALSE,5733 WH 50
36,M,1042,En Couple,4,FALSE,9992 OA 53
29,M,575,En Couple,1,FALSE,8030 DJ 26
20,M,1121,En Couple,0,FALSE,9476 FP 34
48,M,1224,Célibataire,0,FALSE,1160 BV 20
48,M,207,En Couple,0,FALSE,581 JE 64
31,M,446,En Couple,3,FALSE,9594 MN 76
22,M,515,En Couple,1,FALSE,9382 RK 41
20,M,1146,En Couple,2,TRUE,4323 DL 43
83,M,1032,En Couple,2,FALSE,7772 PE 80
47,F,1125,En Couple,4,FALSE,1211 WB 27
21,F,162,En Couple,3,FALSE,35 LF 68
43,M,575,Célibataire,0,FALSE,1287 KD 58
48,M,594,Célibataire,0,FALSE,3670 KQ 18
36,M,450,En Couple,2,FALSE,8228 BZ 96
21,M,1186,En Couple,3,FALSE,9686 GY 64
58,F,1247,Célibataire,0,?,681 UF 98
22,M,407,En Couple,0,FALSE,4879 YH 15
32,Femme,540,En Couple,3,FALSE,5111 QO 69
23,F,227,En Couple,1,FALSE,2696 JN 18
55,M,171,Célibataire,0,FALSE,1978 FH 83
27,F,570,En Couple,2,FALSE,5137 VJ 27
59,M,593,En Couple,3,TRUE,2982 QE 66
75,M,464,En Couple,1,TRUE,4884 GA 77
35,F,577,En Couple,0,FALSE,7596 LT 73
56,F,403,Célibataire,0,FALSE,3446 WB 47
27,Homme,936,En Couple,2,FALSE,5812 VE 60
32,M,590,En Couple,2,FALSE,4468 ME 58
61,M,243,En Couple,2,TRUE,8019 TT 59
35,M,525,En Couple,2,FALSE,5800 AQ 22
51,F,249,En Couple,1,FALSE,4596 BR 23
60,M,232,En Couple,0,FALSE,9540 GH 36
64,M,418,En Couple,0,FALSE,9504 XM 30
33,M,909,Célibataire,0,FALSE,4948 AY 85
50,M,508,En Couple,2,FALSE,6360 XN 88
30,F,401,En Couple,1,FALSE,4589 DA 89
21,F,502,En Couple,2,FALSE,7319 UX 34
51,M,543,Célibataire,0,FALSE,7986 YZ 33
81,M,989,En Couple,1,FALSE,9026 BO 98
48,M,871,En Couple,1,FALSE,2363 UQ 77
25,M,172,En Couple,0,TRUE,3049 KO 46
29,M,1190,En Couple,2,FALSE,7117 AT 48
30,M,1386,Célibataire,0,FALSE,6213 TD 83
34,M,597,En Couple,1,FALSE,8919 AY 76
51,M,422,En Couple,1,FALSE,2634 GA 62
45,F,462,Marié(e),4,FALSE,4368 ER 42
55,M,1285,Célibataire,0,FALSE,1300 KU 65
33,M,409,En Couple,0,FALSE,2940 WO 38
22,F,409,En Couple,2,FALSE,3611 YG 21
78,M,496,En Couple,0,FALSE,9174 JS 33
23,M,431,Célibataire,0,FALSE,9360 DY 44
51,M,796,Célibataire,0,FALSE,8869 UC 59
69,F,425,En Couple,1,FALSE,2880 RE 27
37,M,1000,En Couple,3,TRUE,6873 PA 25
28,M,855,Célibataire,0,FALSE,1646 YX 92
63,F,517,En Couple,2,FALSE,3916 UY 11
46,F,1141,En Couple,3,TRUE,4218 ED 93
32,M,465,En Couple,4,FALSE,1666 EJ 54
52,M,500,En Couple,2,FALSE,7630 XC 36
60,F,499,Célibataire,0,FALSE,9643 YT 45
23,M,574,Seule,2,FALSE,572 OE 28
23,F,474,Célibataire,0,FALSE,4734 QZ 39
56,M,588,En Couple,2,FALSE,1251 KG 37
27,F,456,En Couple,0,FALSE,8798 YW 74
56,M,200,Célibataire,0,FALSE,7722 EV 10
77,M,482,En Couple,2,FALSE,982 QB 76
24,F,1329,En Couple,3,FALSE,3473 WL 36
59,F,901,En Couple,1,FALSE,5710 VS 14
65,M,758,En Couple,3,TRUE,2372 PE 40
31,M,1120,Célibataire,0,FALSE,7205 TT 37
27,M,1381,En Couple,1,FALSE,8665 KH 35
51,F,501,En Couple,3,FALSE,7910 TF 44
57,M,159,En Couple,1,FALSE,4062 WC 15
63,M,581,En Couple,1,FALSE,1173 MM 24
75,M,491,En Couple,2,FALSE,3486 WX 63
32,M,799,En Couple,1,FALSE,4641 BI 34
77,F,441,Célibataire,0,FALSE,9403 QO 47
26,M,1367,En Couple,3,FALSE,7313 AV 33
50,M,155,En Couple,3,FALSE,8402 CR 64
57,M,584,En Couple,1,FALSE,8217 OJ 70
27,M,179,En Couple,0,FALSE,3500 KG 87
39,F,464,Seule,1,FALSE,9508 YV 21
48,F,186,Célibataire,0,FALSE,457 PS 91
48,M,1023,Célibataire,0,FALSE,6424 RG 18
25,M,409,Célibataire,0,FALSE,1620 OK 10
55,M,435,Seule,2,FALSE,9191 SM 67
49,M,233,Célibataire,0,FALSE,1139 OG 85
68,M,505,En Couple,4,FALSE,3994 JD 31
70,F,550,Seule,2,FALSE,5878 IL 16
48,M,544,Célibataire,0,FALSE,1222 WM 19
30,F,1025,En Couple,2,FALSE,5205 OI 48
35,F,171,Célibataire,0,FALSE,1960 CL 51
75,M,594,En Couple,2,FALSE,4660 XU 64
66,M,503,En Couple,1,FALSE,6586 AI 48
42,M,1234,En Couple,0,FALSE,4353 ZQ 34
18,F,526,En Couple,1,FALSE,430 ZF 34
26,M,470,En Couple,2,FALSE,5857 YZ 43
60,F,227,Célibataire,0,FALSE,1647 NU 89
30,F,222,En Couple,2,?,7896 DE 61
36,M,585,En Couple,3,TRUE,9861 EG 90
21,M,883,Célibataire,0,FALSE,4384 XG 52
45,Homme,963,En Couple,0,FALSE,4943 ZR 87
27,M,188,Célibataire,0,FALSE,8062 XH 65
55,M,419,Célibataire,0,FALSE,7256 AE 35
54,M,1083,En Couple,2,FALSE,3234 EO 98
48,F,895,En Couple,0,TRUE,4708 AL 29
24,M,551,En Couple,1,FALSE,6437 WW 29
29,M,586,En Couple,1,FALSE,5137 EH 81
43,M,557,En Couple,0,FALSE,3898 GE 53
36,F,469,En Couple,4,TRUE,1833 FI 44
27,M,801,Célibataire,0,FALSE,5743 WG 22
51,M,551,Célibataire,0,FALSE,5180 PR 14
52,M,217,Célibataire,0,FALSE,3819 XR 93
66,F,1174,En Couple,0,FALSE,9736 GG 33
47,F,1323,En Couple,2,TRUE,703 ER 26
27,F,548,En Couple,2,FALSE,4307 ZT 32
57,M,528,Célibataire,0,FALSE,8279 XP 68
19,M,445,Seule,2,FALSE,7436 PR 12
42,F,209,En Couple,0,FALSE,9272 DF 64
?,M,1288,En Couple,0,FALSE,1535 VX 31
61,M,787,Célibataire,0,FALSE,8113 AF 93
71,M,463,Célibataire,0,FALSE,8432 UA 37
48,M,1013,En Couple,2,TRUE,1019 ZP 78
29,M,182,En Couple,3,FALSE,4268 HW 66
59,M,198,En Couple,1,TRUE,9883 TF 72
61,M,568,Célibataire,0,FALSE,2429 AA 93
20,Masculin,239,Célibataire,0,FALSE,3629 IN 45
44,M,234,En Couple,0,FALSE,1428 TN 46
29,M,432,En Couple,1,FALSE,6888 EQ 21
67,F,568,Seule,2,FALSE,1775 YO 36
45,M,1090,En Couple,2,FALSE,1774 BV 69
44,M,170,En Couple,4,FALSE,3954 NZ 41
84,F,467,En Couple,1,FALSE,2426 BV 72
51,F,564,En Couple,4,TRUE,4031 UM 53
22,F,1197,En Couple,3,FALSE,3873 JA 33
79,M,178,Célibataire,0,FALSE,8112 KY 79
84,M,1052,En Couple,2,TRUE,4564 OL 94
43,M,456,En Couple,1,FALSE,1673 CR 32
23,F,1391,Célibataire,0,FALSE,6330 TJ 33
66,M,1389,Célibataire,0,FALSE,1512 KE 48
59,M,1277,Seule,1,FALSE,8232 VL 88
48,M,721,En Couple,0,FALSE,1351 WJ 53
27,M,150,En Couple,2,FALSE,2698 XB 35
23,M,517,En Couple,2,FALSE,7910 WX 12
65,M,1052,En Couple,0,FALSE,6792 FJ 93
25,F,1192,En Couple,2,FALSE,1747 HA 62
67,M,856,En Couple,3,FALSE,852 UU 18
50,F,1380,En Couple,1,FALSE,4387 UQ 73
68,F,511,En Couple,4,FALSE,1544 WQ 96
54,F,487,Célibataire,0,FALSE,7128 NI 61
30,M,490,En Couple,2,FALSE,3083 AM 63
63,F,580,Célibataire,0,FALSE,8954 ZX 46
23,M,817,En Couple,2,FALSE,3130 YY 72
79,M,1131,En Couple,1,FALSE,4608 JK 17
50,M,1128,En Couple,2,FALSE,8480 BP 63
27,F,484,Célibataire,0,FALSE,1158 QH 90
41,F,440,Célibataire,0,FALSE,1488 VO 87
19,M,486,En Couple,0,TRUE,8646 OP 71
27,M,530,En Couple,2,TRUE,3287 WP 88
36,M,531,En Couple,3,FALSE,5425 SD 91
60,M,951,En Couple,4,FALSE,8381 UD 54
24,M,1252,En Couple,3,FALSE,5445 MY 77
20,M,467,En Couple,4,FALSE,8770 FQ 84
34,M,550,Seule,1,FALSE,8166 ZQ 53
63,M,589,En Couple,0,FALSE,6371 CW 78
23,M,427,En Couple,2,FALSE,2342 BN 38
82,M,1379,En Couple,0,FALSE,5060 EO 33
38,M,153,Célibataire,0,FALSE,5471 MG 94
38,M,468,En Couple,2,FALSE,7268 CQ 11
56,M,1323,En Couple,2,FALSE,6821 ET 58
29,F,599,Célibataire,0,FALSE,8430 BF 52
56,M,872,En Couple,0,FALSE,7894 JJ 98
35,M,488,En Couple,4,FALSE,468 NV 47
33,F,824,En Couple,0,FALSE,3115 XU 66
22,M,421,Célibataire,0,FALSE,7956 EX 92
38,M,1056,En Couple,4,FALSE,166 KZ 21
40,M,470,En Couple,2,FALSE,4133 GX 32
61,M,506,En Couple,2,FALSE,2484 CB 98
21,M,911,En Couple,3,FALSE,4488 SE 11
60,M,559,En Couple,4,TRUE,2138 PH 24
46,F,449,Célibataire,0,FALSE,392 VT 97
18,M,238,Célibataire,0,FALSE,6394 RR 47
59,M,158,En Couple,3,FALSE,8636 IC 63
24,M,1170,Célibataire,0,FALSE,1692 NQ 80
21,M,593,En Couple,1,FALSE,9602 YK 24
18,M,524,En Couple,4,FALSE,375 ZB 76
45,M,421,En Couple,3,FALSE,4419 JJ 38
25,F,446,En Couple,2,FALSE,5991 GB 20
33,M,443,En Couple,0,FALSE,5572 BH 32
84,F,167,En Couple,3,FALSE,7606 FR 61
45,M,1359,Seule,2,FALSE,8032 SL 59
23,M,447,Célibataire,0,FALSE,5125 RC 81
52,F,476,En Couple,2,FALSE,4992 DB 56
28,M,530,Célibataire,0,FALSE,1249 YX 30
62,M,992,Célibataire,0,FALSE,8453 UA 78
28,M,166,Célibataire,0,FALSE,3904 QK 78
42,M,466,En Couple,0,FALSE,3034 EE 46
19,F,1244,En Couple,0,FALSE,9811 TF 53
59,M,778,Célibataire,0,FALSE,2676 BA 11
32,M,453,Célibataire,0,FALSE,6740 BP 79
34,F,519,En Couple,0,TRUE,8275 LY 73
38,M,195,En Couple,3,FALSE,3671 JE 90
47,F,1312,En Couple,4,FALSE,7200 VB 15
56,M,468,En Couple,2,FALSE,1162 YJ 98
48,M,493,Célibataire,0,FALSE,5359 LI 92
56,M,844,Célibataire,0,FALSE,8870 KM 65
43,M,506,En Couple,3,FALSE,2012 ZH 95
19,M,477,En Couple,0,FALSE,6061 OS 26
35,F,499,En Couple,2,FALSE,8591 BX 39
20,M,1370,En Couple,3,FALSE,7324 HG 77
72,M,501,En Couple,0,FALSE,3226 CZ 65
55,F,214,Célibataire,0,FALSE,8248 HZ 30
22,F,565,En Couple,1,FALSE,103 ZZ 56
41,F,1136,Seule,2,FALSE,1234 CT 64
21,M,164,En Couple,4,FALSE,3516 WT 70
47,M,553,En Couple,1,FALSE,5237 OH 86
27,M,1226,En Couple,0,FALSE,568 TI 36
22,M,925,Célibataire,0,FALSE,3636 LG 41
56,M,171,En Couple,3,FALSE,4293 ZV 70
35,F,1316,En Couple,3,FALSE,2510 KX 39
31,M,901,En Couple,1,FALSE,1574 LB 78
48,F,576,En Couple,2,FALSE,8332 PN 97
27,F,569,En Couple,0,FALSE,2040 DN 51
33,F,1244,En Couple,3,FALSE,3919 UT 34
47,M,575,Célibataire,0,FALSE,3666 BN 82
72,F,222,En Couple,1,TRUE,8372 LK 59
49,F,1080,En Couple,2,TRUE,550 ZJ 19
22,M,226,Célibataire,0,FALSE,8129 HS 25
54,M,1149,En Couple,1,FALSE,8671 DY 26
38,M,461,En Couple,3,FALSE,6407 NK 87
19,F,595,En Couple,4,FALSE,6019 IH 81
62,M,166,Célibataire,0,FALSE,4304 XS 62
76,F,1000,En Couple,3,TRUE,3777 XI 78
19,F,481,En Couple,2,FALSE,3295 ON 43
61,M,705,En Couple,0,FALSE,9745 MM 78
83,M,1242,En Couple,0,FALSE,8916 ZH 10
47,F,427,Célibataire,0,FALSE,8600 LB 60
52,M,403,Célibataire,0,FALSE,6471 AM 98
43,M,949,Célibataire,0,FALSE,6019 UO 21
64,F,529,En Couple,2,FALSE,4378 ZM 35
81,F,525,En Couple,0,FALSE,104 NB 95
56,F,518,En Couple,0,TRUE,5338 LJ 54
57,M,1154,En Couple,2,FALSE,5562 MG 51
34,M,212,En Couple,0,FALSE,2940 TG 26
51,M,491,En Couple,1,FALSE,3940 IL 55
59,F,1327,En Couple,1,FALSE,6193 SQ 22
39,F,208,En Couple,2,TRUE,5674 PE 92
51,M,208,En Couple,0,TRUE,6740 YS 62
42,F,214,En Couple,0,FALSE,8765 CI 63
20,M,1014,En Couple,2,FALSE,6600 UD 45
45,F,209,En Couple,0,TRUE,6565 GU 85
83,M,532,En Couple,4,FALSE,9164 NO 15
39,F,490,En Couple,4,FALSE,2070 WU 26
53,F,410,En Couple,2,?,5417 IM 43
43,M,418,En Couple,2,FALSE,2270 JA 90
36,F,942,Célibataire,0,FALSE,7504 RU 20
70,M,457,En Couple,2,FALSE,6130 PF 21
42,M,475,Célibataire,0,FALSE,1853 IW 19
44,F,729,En Couple,2,FALSE,8390 OU 95
40,M,1381,Célibataire,0,FALSE,7673 OJ 70
67,M,542,En Couple,4,FALSE,532 EX 10
30,F,155,Célibataire,0,FALSE,9153 DY 27
84,M,916,En Couple,1,FALSE,529 AC 86
35,M,502,En Couple,1,FALSE,5250 CA 30
40,M,176,Célibataire,0,FALSE,9965 AI 72
30,M,880,En Couple,1,FALSE,5118 ML 89
79,M,408,En Couple,3,FALSE,8305 BX 49
75,M,550,Seule,1,FALSE,149 WK 19
35,F,584,En Couple,2,FALSE,2976 KN 19
20,M,846,Célibataire,0,FALSE,4207 PT 17
55,F,1191,En Couple,2,FALSE,1576 IV 39
34,F,407,Célibataire,0,FALSE,1950 UD 97
53,M,1348,En Couple,2,FALSE,5584 HO 87
70,F,218,Célibataire,0,FALSE,7263 WH 17
72,M,462,En Couple,3,FALSE,5721 DR 74
33,M,1239,En Couple,4,FALSE,6647 SH 85
43,M,1049,Célibataire,0,FALSE,1999 MA 55
48,F,438,En Couple,1,FALSE,8679 PF 63
54,M,589,En Couple,2,FALSE,4167 UH 82
26,M,539,En Couple,3,FALSE,5689 TQ 10
26,M,520,En Couple,1,FALSE,8992 UD 88
79,F,1098,Célibataire,0,FALSE,7394 NH 53
63,M,169,En Couple,1,FALSE,6964 WU 35
71,F,466,En Couple,4,FALSE,6128 CZ 89
34,M,241,En Couple,1,TRUE,5269 LL 93
